Cidade,Transportadora,Prazo,Capital/Interior
RONDA ALTA,RODONAVES,RS,8,INTERIOR
RONDINHA,RODONAVES,RS,7,INTERIOR
SAO JOSE DAS MISSOES,RODONAVES,RS,10,INTERIOR
SARANDI,RODONAVES,RS,5,INTERIOR
TRES PALMEIRAS,RODONAVES,RS,8,INTERIOR
TRINDADE DO SUL,RODONAVES,RS,8,INTERIOR
ALVINLANDIA,RODONAVES,SP,7,INTERIOR
CAMPOS NOVOS PAULISTA,RODONAVES,SP,7,INTERIOR
CANITAR,RODONAVES,SP,6,INTERIOR
CHAVANTES,RODONAVES,SP,5,INTERIOR
ESPIRITO SANTO DO TURVO,RODONAVES,SP,7,INTERIOR
IBIRAREMA,RODONAVES,SP,7,INTERIOR
IPAUSSU,RODONAVES,SP,6,INTERIOR
LUPERCIO,RODONAVES,SP,7,INTERIOR
OCAUCU,RODONAVES,SP,7,INTERIOR
OURINHOS,RODONAVES,SP,4,INTERIOR
PAULISTANIA,RODONAVES,SP,9,INTERIOR
RIBEIRAO DO SUL,RODONAVES,SP,7,INTERIOR
SALTO GRANDE,RODONAVES,SP,7,INTERIOR
SANTA CRUZ DO RIO PARDO,RODONAVES,SP,5,INTERIOR
SAO PEDRO DO TURVO,RODONAVES,SP,7,INTERIOR
UBIRAJARA,RODONAVES,SP,7,INTERIOR
BERNARDINO DE CAMPOS,RODONAVES,SP,5,INTERIOR
FARTURA,RODONAVES,SP,5,INTERIOR
MANDURI,RODONAVES,SP,5,INTERIOR
OLEO,RODONAVES,SP,9,INTERIOR
PIRAJU,RODONAVES,SP,5,INTERIOR
SARUTAIA,RODONAVES,SP,6,INTERIOR
TAGUAI,RODONAVES,SP,5,INTERIOR
TEJUPA,RODONAVES,SP,7,INTERIOR
TIMBURI,RODONAVES,SP,6,INTERIOR
CRISTALINA,RODONAVES,GO,5,INTERIOR
JOAO PINHEIRO,RODONAVES,MG,5,INTERIOR
PARACATU,RODONAVES,MG,5,INTERIOR
UNAI,RODONAVES,MG,5,INTERIOR
APARECIDA DO TABOADO,RODONAVES,MS,6,INTERIOR
CACHOEIRA ALTA,RODONAVES,GO,7,INTERIOR
CACU,RODONAVES,GO,7,INTERIOR
CASSILANDIA,RODONAVES,MS,6,INTERIOR
CHAPADAO DO SUL,RODONAVES,MS,6,INTERIOR
COSTA RICA,RODONAVES,MS,7,INTERIOR
INOCENCIA,RODONAVES,MS,7,INTERIOR
ITAGUACU,RODONAVES,GO,7,INTERIOR
ITAJA,RODONAVES,GO,7,INTERIOR
ITARUMA,RODONAVES,GO,7,INTERIOR
LAGOA SANTA,RODONAVES,GO,7,INTERIOR
PARAISO DAS AGUAS,RODONAVES,MS,9,INTERIOR
PARANAIBA,RODONAVES,MS,6,INTERIOR
PARANAIGUARA,RODONAVES,GO,7,INTERIOR
SELVIRIA,RODONAVES,MS,6,INTERIOR
ALTO PARANA,RODONAVES,PR,6,INTERIOR
AMAPORA,RODONAVES,PR,9,INTERIOR
CRUZEIRO DO SUL,RODONAVES,PR,9,INTERIOR
DIAMANTE DO NORTE,RODONAVES,PR,9,INTERIOR
FLORAI,RODONAVES,PR,6,INTERIOR
GUAIRACA,RODONAVES,PR,6,INTERIOR
INAJA,RODONAVES,PR,9,INTERIOR
ITAUNA DO SUL,RODONAVES,PR,9,INTERIOR
JARDIM OLINDA,RODONAVES,PR,9,INTERIOR
LOANDA,RODONAVES,PR,6,INTERIOR
MANDIOCABA,RODONAVES,PR,7,INTERIOR
MARILENA,RODONAVES,PR,7,INTERIOR
MIRADOR,RODONAVES,PR,9,INTERIOR
NOVA ALIANCA DO IVAI,RODONAVES,PR,7,INTERIOR
NOVA ESPERANCA,RODONAVES,PR,6,INTERIOR
NOVA LONDRINA,RODONAVES,PR,7,INTERIOR
PARAISO DO NORTE,RODONAVES,PR,7,INTERIOR
PARANAPOEMA,RODONAVES,PR,9,INTERIOR
PARANAVAI,RODONAVES,PR,5,INTERIOR
PLANALTINA DO PARANA,RODONAVES,PR,9,INTERIOR
PORTO RICO,RODONAVES,PR,9,INTERIOR
PRESIDENTE CASTELO BRANCO,RODONAVES,PR,6,INTERIOR
QUERENCIA DO NORTE,RODONAVES,PR,9,INTERIOR
SANTA CRUZ DE MONTE CASTELO,RODONAVES,PR,10,INTERIOR
SANTA ISABEL DO IVAI,RODONAVES,PR,6,INTERIOR
SANTA MONICA,RODONAVES,PR,9,INTERIOR
SANTO ANTONIO DO CAIUA,RODONAVES,PR,9,INTERIOR
SAO CARLOS DO IVAI,RODONAVES,PR,7,INTERIOR
SAO JOAO DO CAIUA,RODONAVES,PR,9,INTERIOR
SAO PEDRO DO PARANA,RODONAVES,PR,6,INTERIOR
TAMBOARA,RODONAVES,PR,7,INTERIOR
TERRA RICA,RODONAVES,PR,9,INTERIOR
UNIFLOR,RODONAVES,PR,9,INTERIOR
AGUA SANTA,RODONAVES,RS,10,INTERIOR
CAMARGO,RODONAVES,RS,10,INTERIOR
CARAZINHO,RODONAVES,RS,6,INTERIOR
CHARRUA,RODONAVES,RS,10,INTERIOR
COXILHA,RODONAVES,RS,8,INTERIOR
ERNESTINA,RODONAVES,RS,10,INTERIOR
GENTIL,RODONAVES,RS,10,INTERIOR
MARAU,RODONAVES,RS,6,INTERIOR
MATO CASTELHANO,RODONAVES,RS,10,INTERIOR
NICOLAU VERGUEIRO,RODONAVES,RS,10,INTERIOR
NOVA ALVORADA,RODONAVES,RS,8,INTERIOR
PASSO FUNDO,RODONAVES,RS,5,INTERIOR
SANTA CECILIA DO SUL,RODONAVES,RS,10,INTERIOR
SANTO ANTONIO DO PLANALTO,RODONAVES,RS,8,INTERIOR
TAPEJARA,RODONAVES,RS,6,INTERIOR
VILA LANGARO,RODONAVES,RS,10,INTERIOR
VILA MARIA,RODONAVES,RS,6,INTERIOR
ARROIO DO PADRE,RODONAVES,RS,10,INTERIOR
ARROIO GRANDE,RODONAVES,RS,10,INTERIOR
CANGUCU,RODONAVES,RS,10,INTERIOR
CAPAO DO LEAO,RODONAVES,RS,8,INTERIOR
CERRITO,RODONAVES,RS,10,INTERIOR
CHUI,RODONAVES,RS,11,INTERIOR
HERVAL,RODONAVES,RS,11,INTERIOR
JAGUARAO,RODONAVES,RS,11,INTERIOR
MORRO REDONDO,RODONAVES,RS,10,INTERIOR
PEDRO OSORIO,RODONAVES,RS,10,INTERIOR
PELOTAS,RODONAVES,RS,6,INTERIOR
PIRATINI,RODONAVES,RS,10,INTERIOR
RIO GRANDE,RODONAVES,RS,6,INTERIOR
SANTA VITORIA DO PALMAR,RODONAVES,RS,11,INTERIOR
SAO JOSE DO NORTE,RODONAVES,RS,10,INTERIOR
SAO LOURENCO DO SUL,RODONAVES,RS,10,INTERIOR
TURUCU,RODONAVES,RS,10,INTERIOR
BOM SUCESSO DO SUL,RODONAVES,PR,7,INTERIOR
CAMPO ERE,RODONAVES,SC,6,INTERIOR
CHOPINZINHO,RODONAVES,PR,5,INTERIOR
CLEVELANDIA,RODONAVES,PR,7,INTERIOR
CORONEL DOMINGOS SOARES,RODONAVES,PR,9,INTERIOR
CORONEL VIVIDA,RODONAVES,PR,5,INTERIOR
HONORIO SERPA,RODONAVES,PR,9,INTERIOR
ITAPEJARA D'OESTE,RODONAVES,PR,8,INTERIOR
MANGUEIRINHA,RODONAVES,PR,7,INTERIOR
MARIOPOLIS,RODONAVES,PR,7,INTERIOR
NOVO HORIZONTE,RODONAVES,SC,6,INTERIOR
PALMAS,RODONAVES,PR,7,INTERIOR
PATO BRANCO,RODONAVES,PR,5,INTERIOR
SAO BERNARDINO,RODONAVES,SC,6,INTERIOR
SAO JOAO,RODONAVES,PR,5,INTERIOR
SAO LOURENCO DO OESTE,RODONAVES,SC,6,INTERIOR
SAUDADE DO IGUACU,RODONAVES,PR,9,INTERIOR
SULINA,RODONAVES,PR,9,INTERIOR
VERE,RODONAVES,PR,7,INTERIOR
VITORINO,RODONAVES,PR,6,INTERIOR
ITAU DE MINAS,RODONAVES,MG,5,INTERIOR
PASSOS,RODONAVES,MG,4,INTERIOR
SAO JOAO BATISTA DO GLORIA,RODONAVES,MG,7,INTERIOR
ABADIA DOS DOURADOS,RODONAVES,MG,5,INTERIOR
BREJO BONITO,RODONAVES,MG,7,INTERIOR
COROMANDEL,RODONAVES,MG,5,INTERIOR
CRUZEIRO DA FORTALEZA,RODONAVES,MG,7,INTERIOR
GUIMARANIA,RODONAVES,MG,7,INTERIOR
IRAI DE MINAS,RODONAVES,MG,7,INTERIOR
MONTE CARMELO,RODONAVES,MG,5,INTERIOR
PATROCINIO,RODONAVES,MG,4,INTERIOR
ROMARIA,RODONAVES,MG,7,INTERIOR
SALITRE DE MINAS,RODONAVES,MG,7,INTERIOR
SAO JOAO DA SERRA NEGRA,RODONAVES,MG,7,INTERIOR
SERRA DO SALITRE,RODONAVES,MG,7,INTERIOR
ARAPUA,RODONAVES,MG,9,INTERIOR
CARMO DO PARANAIBA,RODONAVES,MG,5,INTERIOR
LAGAMAR,RODONAVES,MG,7,INTERIOR
LAGOA FORMOSA,RODONAVES,MG,5,INTERIOR
PATOS DE MINAS,RODONAVES,MG,5,INTERIOR
PRESIDENTE OLEGARIO,RODONAVES,MG,7,INTERIOR
RIO PARANAIBA,RODONAVES,MG,5,INTERIOR
SAO GOTARDO,RODONAVES,MG,5,INTERIOR
VAZANTE,RODONAVES,MG,7,INTERIOR
CAPIVARI,RODONAVES,SP,4,INTERIOR
MOMBUCA,RODONAVES,SP,4,INTERIOR
PIRACICABA,RODONAVES,SP,4,INTERIOR
RAFARD,RODONAVES,SP,4,INTERIOR
RIO DAS PEDRAS,RODONAVES,SP,4,INTERIOR
SALTINHO,RODONAVES,SP,4,INTERIOR
BURITIZEIRO,RODONAVES,MG,9,INTERIOR
JEQUITAI,RODONAVES,MG,17,INTERIOR
PIRAPORA,RODONAVES,MG,7,INTERIOR
VARZEA DA PALMA,RODONAVES,MG,9,INTERIOR
ALVORADA,RODONAVES,RS,6,CAPITAL
ARROIO DOS RATOS,RODONAVES,RS,7,CAPITAL
BARRA DO RIBEIRO,RODONAVES,RS,8,CAPITAL
BUTIA,RODONAVES,RS,8,CAPITAL
CACHOEIRINHA,RODONAVES,RS,5,CAPITAL
CANOAS,RODONAVES,RS,6,CAPITAL
CHARQUEADAS,RODONAVES,RS,6,CAPITAL
ELDORADO DO SUL,RODONAVES,RS,6,CAPITAL
ESTEIO,RODONAVES,RS,6,CAPITAL
GENERAL CAMARA,RODONAVES,RS,7,CAPITAL
GRAVATAI,RODONAVES,RS,5,CAPITAL
GUAIBA,RODONAVES,RS,6,CAPITAL
MINAS DO LEAO,RODONAVES,RS,7,CAPITAL
NOVA SANTA RITA,RODONAVES,RS,6,CAPITAL
PORTO ALEGRE,RODONAVES,RS,6,CAPITAL
SAO JERONIMO,RODONAVES,RS,6,CAPITAL
SAPUCAIA DO SUL,RODONAVES,RS,5,CAPITAL
TRIUNFO,RODONAVES,RS,10,CAPITAL
VIAMAO,RODONAVES,RS,6,CAPITAL
CARAMBEI,RODONAVES,PR,7,INTERIOR
CASTRO,RODONAVES,PR,6,INTERIOR
FERNANDES PINHEIRO,RODONAVES,PR,9,INTERIOR
GUAMIRANGA,RODONAVES,PR,9,INTERIOR
IMBITUVA,RODONAVES,PR,7,INTERIOR
IPIRANGA,RODONAVES,PR,9,INTERIOR
IRATI,RODONAVES,PR,6,INTERIOR
IVAI,RODONAVES,PR,9,INTERIOR
PALMEIRA,RODONAVES,PR,6,INTERIOR
PIRAI DO SUL,RODONAVES,PR,9,INTERIOR
PONTA GROSSA,RODONAVES,PR,5,INTERIOR
PORTO AMAZONAS,RODONAVES,PR,9,INTERIOR
REBOUCAS,RODONAVES,PR,9,INTERIOR
TEIXEIRA SOARES,RODONAVES,PR,6,INTERIOR
BANDEIRA DO SUL,RODONAVES,MG,6,INTERIOR
BOTELHOS,RODONAVES,MG,6,INTERIOR
CABO VERDE,RODONAVES,MG,7,INTERIOR
CALDAS,RODONAVES,MG,7,INTERIOR
CAMPESTRE,RODONAVES,MG,4,INTERIOR
IBITIURA DE MINAS,RODONAVES,MG,9,INTERIOR
IPUIUNA,RODONAVES,MG,7,INTERIOR
POCOS DE CALDAS,RODONAVES,MG,4,INTERIOR
SANTA RITA DE CALDAS,RODONAVES,MG,7,INTERIOR
DESCALVADO,RODONAVES,SP,4,INTERIOR
LEME,RODONAVES,SP,4,INTERIOR
PIRASSUNUNGA,RODONAVES,SP,4,INTERIOR
PORTO FERREIRA,RODONAVES,SP,5,INTERIOR
SANTA CRUZ DA CONCEICAO,RODONAVES,SP,9,INTERIOR
SANTA CRUZ DAS PALMEIRAS,RODONAVES,SP,4,INTERIOR
SANTA RITA DO PASSA QUATRO,RODONAVES,SP,5,INTERIOR
TAMBAU,RODONAVES,SP,4,INTERIOR
BOM REPOUSO,RODONAVES,MG,7,INTERIOR
CAMANDUCAIA,RODONAVES,MG,5,INTERIOR
CAMBUI,RODONAVES,MG,5,INTERIOR
CAREACU,RODONAVES,MG,9,INTERIOR
CONGONHAL,RODONAVES,MG,6,INTERIOR
CORREGO DO BOM JESUS,RODONAVES,MG,19,INTERIOR
ESPIRITO SANTO DO DOURADO,RODONAVES,MG,19,INTERIOR
ESTIVA,RODONAVES,MG,5,INTERIOR
HELIODORA,RODONAVES,MG,9,INTERIOR
MONTE VERDE,RODONAVES,MG,9,INTERIOR
NATERCIA,RODONAVES,MG,9,INTERIOR
POUSO ALEGRE,RODONAVES,MG,5,INTERIOR
SAO JOAO DA MATA,RODONAVES,MG,9,INTERIOR
SAO SEBASTIAO DA BELA VISTA,RODONAVES,MG,10,INTERIOR
SENADOR AMARAL,RODONAVES,MG,19,INTERIOR
SENADOR JOSE BENTO,RODONAVES,MG,19,INTERIOR
SILVIANOPOLIS,RODONAVES,MG,9,INTERIOR
TURVOLANDIA,RODONAVES,MG,19,INTERIOR
IBIAI,RODONAVES,MG,15,INTERIOR
LAGOA DOS PATOS,RODONAVES,MG,15,INTERIOR
LASSANCE,RODONAVES,MG,15,INTERIOR
PONTO CHIQUE,RODONAVES,MG,16,INTERIOR
SANTA FE DE MINAS,RODONAVES,MG,16,INTERIOR
ALFREDO MARCONDES,RODONAVES,SP,9,INTERIOR
ALVARES MACHADO,RODONAVES,SP,6,INTERIOR
ANHUMAS,RODONAVES,SP,6,INTERIOR
CAIABU,RODONAVES,SP,9,INTERIOR
CAIUA,RODONAVES,SP,6,INTERIOR
EMILIANOPOLIS,RODONAVES,SP,9,INTERIOR
ESPIGAO,RODONAVES,SP,6,INTERIOR
ESTRELA DO NORTE,RODONAVES,SP,9,INTERIOR
EUCLIDES DA CUNHA PAULISTA,RODONAVES,SP,10,INTERIOR
INDIANA,RODONAVES,SP,6,INTERIOR
MARABA PAULISTA,RODONAVES,SP,9,INTERIOR
MARTINOPOLIS,RODONAVES,SP,6,INTERIOR
MIRANTE DO PARANAPANEMA,RODONAVES,SP,9,INTERIOR
NARANDIBA,RODONAVES,SP,9,INTERIOR
PIQUEROBI,RODONAVES,SP,6,INTERIOR
PIRAPOZINHO,RODONAVES,SP,5,INTERIOR
PRESIDENTE BERNARDES,RODONAVES,SP,6,INTERIOR
PRESIDENTE EPITACIO,RODONAVES,SP,5,INTERIOR
PRESIDENTE PRUDENTE,RODONAVES,SP,5,INTERIOR
PRESIDENTE VENCESLAU,RODONAVES,SP,5,INTERIOR
PRIMAVERA,RODONAVES,SP,9,INTERIOR
REGENTE FEIJO,RODONAVES,SP,5,INTERIOR
RIBEIRAO DOS INDIOS,RODONAVES,SP,9,INTERIOR
ROSANA,RODONAVES,SP,9,INTERIOR
SANDOVALINA,RODONAVES,SP,9,INTERIOR
SANTO ANASTACIO,RODONAVES,SP,5,INTERIOR
SANTO EXPEDITO,RODONAVES,SP,5,INTERIOR
TACIBA,RODONAVES,SP,9,INTERIOR
TARABAI,RODONAVES,SP,6,INTERIOR
TEODORO SAMPAIO,RODONAVES,SP,9,INTERIOR
BARRA DO TURVO,RODONAVES,SP,9,INTERIOR
CAJATI,RODONAVES,SP,6,INTERIOR
CANANEIA,RODONAVES,SP,9,INTERIOR
ELDORADO,RODONAVES,SP,6,INTERIOR
IGUAPE,RODONAVES,SP,5,INTERIOR
ILHA COMPRIDA,RODONAVES,SP,6,INTERIOR
IPORANGA,RODONAVES,SP,9,INTERIOR
ITARIRI,RODONAVES,SP,7,INTERIOR
JACUPIRANGA,RODONAVES,SP,5,INTERIOR
JUQUIA,RODONAVES,SP,7,INTERIOR
MIRACATU,RODONAVES,SP,7,INTERIOR
PARIQUERA-ACU,RODONAVES,SP,7,INTERIOR
PEDRO DE TOLEDO,RODONAVES,SP,7,INTERIOR
REGISTRO,RODONAVES,SP,4,INTERIOR
SETE BARRAS,RODONAVES,SP,7,INTERIOR
BONFIM PAULISTA,RODONAVES,SP,5,INTERIOR
RIBEIRAO PRETO,RODONAVES,SP,4,INTERIOR
AGUAS DE SAO PEDRO,RODONAVES,SP,5,INTERIOR
AJAPI,RODONAVES,SP,4,INTERIOR
ANALANDIA,RODONAVES,SP,7,INTERIOR
ASSISTENCIA,RODONAVES,SP,4,INTERIOR
CHARQUEADA,RODONAVES,SP,4,INTERIOR
CORDEIROPOLIS,RODONAVES,SP,4,INTERIOR
CORUMBATAI,RODONAVES,SP,7,INTERIOR
IPEUNA,RODONAVES,SP,4,INTERIOR
RIO CLARO,RODONAVES,SP,4,INTERIOR
SANTA GERTRUDES,RODONAVES,SP,4,INTERIOR
SAO PEDRO,RODONAVES,SP,4,INTERIOR
AGROLANDIA,RODONAVES,SC,9,INTERIOR
AGRONOMICA,RODONAVES,SC,5,INTERIOR
ATALANTA,RODONAVES,SC,9,INTERIOR
AURORA,RODONAVES,SC,7,INTERIOR
BRACO DO TROMBUDO,RODONAVES,SC,9,INTERIOR
CHAPADAO DO LAGEADO,RODONAVES,SC,9,INTERIOR
DONA EMMA,RODONAVES,SC,9,INTERIOR
IBIRAMA,RODONAVES,SC,6,INTERIOR
IMBUIA,RODONAVES,SC,9,INTERIOR
ITUPORANGA,RODONAVES,SC,7,INTERIOR
JOSE BOITEUX,RODONAVES,SC,9,INTERIOR
LAURENTINO,RODONAVES,SC,7,INTERIOR
LEOBERTO LEAL,RODONAVES,SC,9,INTERIOR
LONTRAS,RODONAVES,SC,6,INTERIOR
MIRIM DOCE,RODONAVES,SC,9,INTERIOR
PETROLANDIA,RODONAVES,SC,9,INTERIOR
POUSO REDONDO,RODONAVES,SC,6,INTERIOR
PRESIDENTE GETULIO,RODONAVES,SC,6,INTERIOR
PRESIDENTE NEREU,RODONAVES,SC,9,INTERIOR
RIO DO CAMPO,RODONAVES,SC,9,INTERIOR
RIO DO OESTE,RODONAVES,SC,7,INTERIOR
RIO DO SUL,RODONAVES,SC,5,INTERIOR
SALETE,RODONAVES,SC,9,INTERIOR
SANTA TEREZINHA,RODONAVES,SC,9,INTERIOR
TAIO,RODONAVES,SC,6,INTERIOR
TROMBUDO CENTRAL,RODONAVES,SC,9,INTERIOR
VIDAL RAMOS,RODONAVES,SC,9,INTERIOR
VITOR MEIRELES,RODONAVES,SC,9,INTERIOR
WITMARSUM,RODONAVES,SC,9,INTERIOR
LAGOA DO BAUZINHO,RODONAVES,GO,5,INTERIOR
MONTIVIDIU,RODONAVES,GO,5,INTERIOR
QUIRINOPOLIS,RODONAVES,GO,5,INTERIOR
RIO VERDE,RODONAVES,GO,5,INTERIOR
RIVERLANDIA,RODONAVES,GO,6,INTERIOR
SANTA HELENA DE GOIAS,RODONAVES,GO,7,INTERIOR
ALECRIM,RODONAVES,RS,8,INTERIOR
ALEGRIA,RODONAVES,RS,10,INTERIOR
BARRA DO GUARITA,RODONAVES,RS,10,INTERIOR
BOA VISTA DO BURICA,RODONAVES,RS,6,INTERIOR
BOM PROGRESSO,RODONAVES,RS,8,INTERIOR
BRAGA,RODONAVES,RS,10,INTERIOR
CAMPINA DAS MISSOES,RODONAVES,RS,8,INTERIOR
CAMPO NOVO,RODONAVES,RS,8,INTERIOR
CANDIDO GODOI,RODONAVES,RS,8,INTERIOR
CHIAPETTA,RODONAVES,RS,10,INTERIOR
CORONEL BICACO,RODONAVES,RS,8,INTERIOR
CRISSIUMAL,RODONAVES,RS,8,INTERIOR
DERRUBADAS,RODONAVES,RS,10,INTERIOR
DOUTOR MAURICIO CARDOSO,RODONAVES,RS,10,INTERIOR
ESPERANCA DO SUL,RODONAVES,RS,10,INTERIOR
GIRUA,RODONAVES,RS,6,INTERIOR
HORIZONTINA,RODONAVES,RS,6,INTERIOR
HUMAITA,RODONAVES,RS,8,INTERIOR
INDEPENDENCIA,RODONAVES,RS,6,INTERIOR
INHACORA,RODONAVES,RS,10,INTERIOR
MIRAGUAI,RODONAVES,RS,8,INTERIOR
NOVA CANDELARIA,RODONAVES,RS,8,INTERIOR
NOVO MACHADO,RODONAVES,RS,10,INTERIOR
PIRAPO,RODONAVES,RS,10,INTERIOR
PORTO LUCENA,RODONAVES,RS,8,INTERIOR
PORTO MAUA,RODONAVES,RS,10,INTERIOR
PORTO VERA CRUZ,RODONAVES,RS,10,INTERIOR
PORTO XAVIER,RODONAVES,RS,8,INTERIOR
REDENTORA,RODONAVES,RS,8,INTERIOR
SANTA ROSA,RODONAVES,RS,6,INTERIOR
SANTO AUGUSTO,RODONAVES,RS,8,INTERIOR
SANTO CRISTO,RODONAVES,RS,6,INTERIOR
SAO JOSE DO INHACORA,RODONAVES,RS,10,INTERIOR
SAO MARTINHO,RODONAVES,RS,8,INTERIOR
SAO PAULO DAS MISSOES,RODONAVES,RS,8,INTERIOR
SAO VALERIO DO SUL,RODONAVES,RS,10,INTERIOR
SEDE NOVA,RODONAVES,RS,10,INTERIOR
SENADOR SALGADO FILHO,RODONAVES,RS,10,INTERIOR
TENENTE PORTELA,RODONAVES,RS,8,INTERIOR
TIRADENTES DO SUL,RODONAVES,RS,10,INTERIOR
TRES DE MAIO,RODONAVES,RS,6,INTERIOR
TRES PASSOS,RODONAVES,RS,7,INTERIOR
TUCUNDUVA,RODONAVES,RS,6,INTERIOR
TUPARENDI,RODONAVES,RS,6,INTERIOR
UBIRETAMA,RODONAVES,RS,10,INTERIOR
VISTA GAUCHA,RODONAVES,RS,10,INTERIOR
AGUDO,RODONAVES,RS,8,INTERIOR
CACAPAVA DO SUL,RODONAVES,RS,8,INTERIOR
DILERMANDO DE AGUIAR,RODONAVES,RS,10,INTERIOR
DONA FRANCISCA,RODONAVES,RS,8,INTERIOR
FAXINAL DO SOTURNO,RODONAVES,RS,8,INTERIOR
FORMIGUEIRO,RODONAVES,RS,10,INTERIOR
ITAARA,RODONAVES,RS,8,INTERIOR
IVORA,RODONAVES,RS,10,INTERIOR
JARI,RODONAVES,RS,10,INTERIOR
JULIO DE CASTILHOS,RODONAVES,RS,8,INTERIOR
LAVRAS DO SUL,RODONAVES,RS,10,INTERIOR
MATA,RODONAVES,RS,8,INTERIOR
NOVA PALMA,RODONAVES,RS,8,INTERIOR
PARAISO DO SUL,RODONAVES,RS,10,INTERIOR
PINHAL GRANDE,RODONAVES,RS,10,INTERIOR
QUEVEDOS,RODONAVES,RS,10,INTERIOR
RESTINGA SECA,RODONAVES,RS,8,INTERIOR
SANTA MARIA,RODONAVES,RS,6,INTERIOR
SANTANA DA BOA VISTA,RODONAVES,RS,10,INTERIOR
SAO JOAO DO POLESINE,RODONAVES,RS,8,INTERIOR
SAO MARTINHO DA SERRA,RODONAVES,RS,10,INTERIOR
SAO PEDRO DO SUL,RODONAVES,RS,8,INTERIOR
SAO SEPE,RODONAVES,RS,8,INTERIOR
SILVEIRA MARTINS,RODONAVES,RS,10,INTERIOR
TOROPI,RODONAVES,RS,10,INTERIOR
TUPANCIRETA,RODONAVES,RS,8,INTERIOR
BERTIOGA,RODONAVES,SP,5,INTERIOR
CUBATAO,RODONAVES,SP,6,INTERIOR
GUARUJA,RODONAVES,SP,4,INTERIOR
ITANHAEM,RODONAVES,SP,4,INTERIOR
MONGAGUA,RODONAVES,SP,6,INTERIOR
PERUIBE,RODONAVES,SP,4,INTERIOR
PRAIA GRANDE,RODONAVES,SP,4,INTERIOR
SANTOS,RODONAVES,SP,4,INTERIOR
SAO VICENTE,RODONAVES,SP,4,INTERIOR
BRAZOPOLIS,RODONAVES,MG,8,INTERIOR
CACHOEIRA DE MINAS,RODONAVES,MG,7,INTERIOR
CONCEICAO DAS PEDRAS,RODONAVES,MG,15,INTERIOR
CONCEICAO DOS OUROS,RODONAVES,MG,7,INTERIOR
CONSOLACAO,RODONAVES,MG,15,INTERIOR
CRISTINA,RODONAVES,MG,7,INTERIOR
DELFIM MOREIRA,RODONAVES,MG,15,INTERIOR
GONCALVES,RODONAVES,MG,15,INTERIOR
ITAJUBA,RODONAVES,MG,5,INTERIOR
MARIA DA FE,RODONAVES,MG,7,INTERIOR
MARMELOPOLIS,RODONAVES,MG,15,INTERIOR
PARAISOPOLIS,RODONAVES,MG,7,INTERIOR
PEDRALVA,RODONAVES,MG,7,INTERIOR
PIRANGUCU,RODONAVES,MG,15,INTERIOR
PIRANGUINHO,RODONAVES,MG,5,INTERIOR
SANTA RITA DO SAPUCAI,RODONAVES,MG,5,INTERIOR
SAO JOSE DO ALEGRE,RODONAVES,MG,7,INTERIOR
SAPUCAI-MIRIM,RODONAVES,MG,15,INTERIOR
WENCESLAU BRAZ,RODONAVES,MG,15,INTERIOR
ARROIO DO TIGRE,RODONAVES,RS,7,INTERIOR
CACHOEIRA DO SUL,RODONAVES,RS,6,INTERIOR
CANDELARIA,RODONAVES,RS,6,INTERIOR
CERRO BRANCO,RODONAVES,RS,8,INTERIOR
ENCRUZILHADA DO SUL,RODONAVES,RS,8,INTERIOR
HERVEIRAS,RODONAVES,RS,6,INTERIOR
IBARAMA,RODONAVES,RS,10,INTERIOR
LAGOA BONITA DO SUL,RODONAVES,RS,10,INTERIOR
LAGOAO,RODONAVES,RS,10,INTERIOR
NOVO CABRAIS,RODONAVES,RS,6,INTERIOR
PANTANO GRANDE,RODONAVES,RS,8,INTERIOR
PASSA SETE,RODONAVES,RS,7,INTERIOR
PASSO DO SOBRADO,RODONAVES,RS,7,INTERIOR
RIO PARDO,RODONAVES,RS,8,INTERIOR
SANTA CRUZ DO SUL,RODONAVES,RS,6,INTERIOR
SEGREDO,RODONAVES,RS,10,INTERIOR
SINIMBU,RODONAVES,RS,8,INTERIOR
SOBRADINHO,RODONAVES,RS,7,INTERIOR
VALE DO SOL,RODONAVES,RS,8,INTERIOR
VALE VERDE,RODONAVES,RS,7,INTERIOR
VENANCIO AIRES,RODONAVES,RS,5,INTERIOR
VERA CRUZ,RODONAVES,RS,6,INTERIOR
AGUA VERMELHA,RODONAVES,SP,5,INTERIOR
BROTAS,RODONAVES,SP,4,INTERIOR
DOURADO,RODONAVES,SP,7,INTERIOR
IBATE,RODONAVES,SP,6,INTERIOR
ITIRAPINA,RODONAVES,SP,4,INTERIOR
RIBEIRAO BONITO,RODONAVES,SP,7,INTERIOR
SAO CARLOS,RODONAVES,SP,4,INTERIOR
AGUAI,RODONAVES,SP,4,INTERIOR
AGUAS DA PRATA,RODONAVES,SP,7,INTERIOR
ALBERTINA,RODONAVES,MG,9,INTERIOR
ANDRADAS,RODONAVES,MG,4,INTERIOR
ESPIRITO SANTO DO PINHAL,RODONAVES,SP,4,INTERIOR
SANTO ANTONIO DO JARDIM,RODONAVES,SP,4,INTERIOR
SAO JOAO DA BOA VISTA,RODONAVES,SP,4,INTERIOR
ARACARIGUAMA,RODONAVES,SP,5,CAPITAL
BARUERI,RODONAVES,SP,4,CAPITAL
CAIEIRAS,RODONAVES,SP,4,CAPITAL
CARAPICUIBA,RODONAVES,SP,4,CAPITAL
